Timestamp,Latitude,Longitude,Bearing,Type,Defects or Features,RoadName,DetectedImage,RawImage
"18-03-2024 , 09:20",52.643188568763435,-0.243072509765625,S,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking, Minor Transverse Cracking",Werrington Bridge Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318092044724_52.643188568763435_-0.243072509765625_S_14.0_4.29_2880.56_peterboroughadmin_10_10_7_4_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318092044724_52.643188568763435_-0.243072509765625_S_14.0_4.29_2880.56_peterboroughadmin_.jpg
"18-03-2024 , 10:29",52.643188149668276,-0.24303998798131943,W,Minor Pothole,"Minor Pothole, Moderate Pothole",Thorney Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markred/20240318102940211000_52.643188149668276_-0.24303998798131943_W_57.0_7.82_4339.68_peterboroughadmin_10_11_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318102940211000_52.643188149668276_-0.24303998798131943_W_57.0_7.82_4339.68_peterboroughadmin_.jpg
"18-03-2024 , 10:37",52.643752503208816,-0.24747041054069996,E,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking, Minor Transverse Cracking",Thorney Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318103738714_52.643752503208816_-0.24747041054069996_E_31.0_8.38_7485.12_peterboroughadmin_10_7_4_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318103738714_52.643752503208816_-0.24747041054069996_E_31.0_8.38_7485.12_peterboroughadmin_.jpg
"18-03-2024 , 10:36",52.644190206192434,-0.25105979293584824,E,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Thorney Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318103618707_52.644190206192434_-0.25105979293584824_E_22.1_7.01_7240.06_peterboroughadmin_10_7_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318103618707_52.644190206192434_-0.25105979293584824_E_22.1_7.01_7240.06_peterboroughadmin_.jpg
"18-03-2024 , 09:20",52.64426459558308,-0.24257060140371323,N,Minor Pothole,"Minor Pothole, Minor Longitudinal Cracking",Decoy Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318092021721_52.64426459558308_-0.24257060140371323_N_0.6_3.26_2753.49_peterboroughadmin_10_7_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318092021721_52.64426459558308_-0.24257060140371323_N_0.6_3.26_2753.49_peterboroughadmin_.jpg
"18-03-2024 , 10:30",52.644318470265716,-0.2523823734372854,W,Minor Pothole,Minor Pothole,Thorney Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318103017712_52.644318470265716_-0.2523823734372854_W_63.8_8.99_4983.61_peterboroughadmin_10_10_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318103017712_52.644318470265716_-0.2523823734372854_W_63.8_8.99_4983.61_peterboroughadmin_.jpg
"18-03-2024 , 09:36",52.66032011713833,-0.17859681509435177,W,Minor Pothole,Minor Pothole,A16,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markorange/20240318093640724_52.66032011713833_-0.17859681509435177_W_75.2_6.99_8300.56_peterboroughadmin_10_10_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318093640724_52.66032011713833_-0.17859681509435177_W_75.2_6.99_8300.56_peterboroughadmin_.jpg
"18-03-2024 , 09:58",52.587325929198414,-0.1175500312820077,S,Major Pothole,"Moderate Pothole, Minor Alligator, Minor Transverse Cracking, Minor Longitudinal Cracking",North Side,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markred/20240318095810724_52.587325929198414_-0.1175500312820077_S_56.3_7.81_431.2_peterboroughadmin_11_1_4_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318095810724_52.587325929198414_-0.1175500312820077_S_56.3_7.81_431.2_peterboroughadmin_.jpg
"18-03-2024 , 09:40",52.61896918527782,-0.20648298785090446,S,Major Pothole,"Minor Pothole, Moderate Pothole, Minor Longitudinal Cracking",A16,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markred/20240318094053062000_52.61896918527782_-0.20648298785090446_S_76.9_7.17_13459.94_peterboroughadmin_10_11_10_7_7_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240318094053062000_52.61896918527782_-0.20648298785090446_S_76.9_7.17_13459.94_peterboroughadmin_.jpg
"19-03-2024 , 10:26",52.62051329948008,-0.09273544885218143,W,Major Pothole,"Severe Pothole, Minor Longitudinal Cracking",Wisbech Road,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/Markred/20240319102649946_52.62051329948008_-0.09273544885218143_W_34.8_9.79_64.05_peterboroughadmin_12_7_.jpg,https://platform.roadmetrics.ai/peterborough_city_council_03_2024_1/raw/20240319102649946_52.62051329948008_-0.09273544885218143_W_34.8_9.79_64.05_peterboroughadmin_.jpg
